epoch,train_loss,val_loss,val_miou,val_macc
0,1.9251187719949863,1.822511911392212,0.09956405705324435,0.17121860417291823
1,1.7448123984220552,1.5094422968951138,0.1937154544785206,0.25722855556594904
2,1.4654622804827806,1.1985382058403709,0.21064936005944565,0.28200585892675306
3,1.2055662041757165,1.0176495042714206,0.24499859784114048,0.3341051269073997
4,1.046007694267645,0.875560159032995,0.2801914313335584,0.3709440067570105
5,0.9484767056092983,0.8032842441038652,0.3104152352115859,0.4146683191737262
6,0.8770591369489344,0.7527823448181152,0.3698732740468384,0.48560521867415424
7,0.7813625306617923,0.6893773864616047,0.4425526987849487,0.5471041285465942
8,0.7994534373283386,0.6387883695689115,0.4760982740967758,0.5867734639612483
9,0.7933097394501291,0.5829803049564362,0.4915074502509849,0.5893644987252612
10,0.7349922904154149,0.5744600187648427,0.49531532132801237,0.6007591819172716
11,0.6715806271971726,0.5679355399175123,0.5034037652667235,0.6069500982413664
12,0.6849227474956978,0.5845278284766457,0.5155048507808005,0.6222973129783277
13,0.6340317856974718,0.5250199870629744,0.5289315321532487,0.6315482401085067
14,0.5698614309473735,0.5275118757377971,0.5367596767787564,0.635324724347081
15,0.5960010166575269,0.520669015971097,0.5375389300994169,0.6321909895489162
16,0.5875873485716377,0.5233332785693082,0.5498090342118256,0.6454048630178136
17,0.6170109953822159,0.5118178941986777,0.5482062844855718,0.6524109942870417
18,0.5757153848322426,0.5200267596678301,0.5514585308889831,0.6537739872168543
19,0.5744401296464409,0.4967985857616771,0.5525475060754506,0.6503984503787539
20,0.5192536013882335,0.5201603716070001,0.5533583901181316,0.6509954420299168
21,0.5627021251655207,0.45511460304260254,0.5640694627796511,0.6552592671556098
22,0.5530894086128328,0.4875202097676017,0.5608546138389082,0.65163562876714
23,0.5394371522635948,0.4754490445960652,0.563132310512964,0.6508059884826534
24,0.5738449620037545,0.46016512404788623,0.5723011110025189,0.6571229631000103
25,0.5407761182726883,0.46063257347453723,0.5773717375065871,0.6670250081089406
26,0.5184947608447656,0.49634268338030035,0.5752933871074737,0.6712949786551956
27,0.5020536736744207,0.4972773952917619,0.5698526069551176,0.6651527011025348
28,0.5439470439422421,0.4699136831543662,0.581340327374,0.6760360702179031
29,0.46831696498684766,0.4590028849515048,0.5903863955851759,0.6754005666571983
30,0.5029386899820188,0.49568258903243323,0.5692662185020539,0.6632474636021081
31,0.5033051771361653,0.45357141169634735,0.5890229454274037,0.6799750303511649
32,0.4857635301787679,0.4908395192839883,0.5839242018567476,0.6676690806637319
33,0.5114568115734472,0.453661785884337,0.5876472799997635,0.6687655515037074
34,0.49690665849825233,0.4463755596767772,0.601822536370235,0.6869645958435283
35,0.47458700508606144,0.4436699991876429,0.5919036898070139,0.6729754732109584
36,0.5016387868218306,0.46063603325323627,0.5913766714538393,0.6779282407653816
37,0.44544885652821237,0.45719448544762353,0.590534946721199,0.673471346106786
38,0.4471009882484994,0.475300515239889,0.5901250716827214,0.677045230481623
39,0.48551250885172587,0.46236312931234186,0.5912697293096254,0.6749745797813121
40,0.5053510709506709,0.4297864762219516,0.6011793012315464,0.6859044318435368
41,0.4535601800534783,0.4715758643367074,0.5884649459808761,0.6747136725802362
